img_name,x1,y1,x2,y2,label,z,k-fold
./segments/images/imgc102 69.png,12,47,36,103,9,3.0,4
./segments/images/imgc102 69.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 70.png,12,48,35,103,9,3.0,4
./segments/images/imgc102 70.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 71.png,12,49,34,103,9,3.0,4
./segments/images/imgc102 71.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 72.png,12,49,33,103,9,3.0,4
./segments/images/imgc102 72.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 73.png,12,49,33,103,9,3.0,4
./segments/images/imgc102 73.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 74.png,12,49,32,103,9,3.0,4
./segments/images/imgc102 74.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 75.png,13,49,32,102,9,3.0,4
./segments/images/imgc102 75.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 76.png,13,50,32,102,9,3.0,4
./segments/images/imgc102 76.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 77.png,13,50,31,101,9,3.0,4
./segments/images/imgc102 77.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 78.png,14,51,31,99,9,3.0,4
./segments/images/imgc102 78.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 79.png,14,52,30,99,9,3.0,4
./segments/images/imgc102 79.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 80.png,63,53,80,82,22,3.0,4
./segments/images/imgc102 80.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 81.png,63,53,80,81,22,3.0,4
./segments/images/imgc102 81.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 82.png,62,53,80,81,22,3.0,4
./segments/images/imgc102 82.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 83.png,61,53,80,80,22,3.0,4
./segments/images/imgc102 83.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 84.png,61,53,80,78,22,3.0,4
./segments/images/imgc102 84.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 85.png,61,53,79,77,22,3.0,4
./segments/images/imgc102 85.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 86.png,60,53,79,77,22,3.0,4
./segments/images/imgc102 86.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 87.png,60,54,79,75,22,3.0,4
./segments/images/imgc102 87.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 103.png,57,58,73,76,22,3.0,4
./segments/images/imgc102 103.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 104.png,57,58,73,76,22,3.0,4
./segments/images/imgc102 104.png,0,0,110,144,bg,3.0,4
./segments/images/imgc102 105.png,57,57,73,76,22,3.0,4
./segments/images/imgc102 105.png,0,0,110,144,bg,3.0,4
./segments/images/imgc105 111.png,41,113,57,130,31,3.0,1
./segments/images/imgc105 111.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 112.png,40,113,57,130,31,3.0,1
./segments/images/imgc105 112.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 113.png,40,113,57,130,31,3.0,1
./segments/images/imgc105 113.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 114.png,40,112,57,130,31,3.0,1
./segments/images/imgc105 114.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 115.png,40,112,57,130,31,3.0,1
./segments/images/imgc105 115.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 116.png,40,112,57,130,31,3.0,1
./segments/images/imgc105 116.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 117.png,40,112,57,129,31,3.0,1
./segments/images/imgc105 117.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 118.png,40,111,57,129,31,3.0,1
./segments/images/imgc105 118.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 119.png,40,111,57,129,31,3.0,1
./segments/images/imgc105 119.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 120.png,40,110,57,129,31,3.0,1
./segments/images/imgc105 120.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 121.png,40,110,57,128,31,3.0,1
./segments/images/imgc105 121.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 122.png,40,110,57,127,31,3.0,1
./segments/images/imgc105 122.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 123.png,40,109,57,127,31,3.0,1
./segments/images/imgc105 123.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 124.png,40,109,57,127,31,3.0,1
./segments/images/imgc105 124.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 125.png,40,108,57,126,31,3.0,1
./segments/images/imgc105 125.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 126.png,40,108,57,126,31,3.0,1
./segments/images/imgc105 126.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 127.png,40,108,57,126,31,3.0,1
./segments/images/imgc105 127.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 128.png,40,107,57,125,31,3.0,1
./segments/images/imgc105 128.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 129.png,40,107,57,125,31,3.0,1
./segments/images/imgc105 129.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 130.png,40,107,57,124,31,3.0,1
./segments/images/imgc105 130.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 131.png,40,107,57,124,31,3.0,1
./segments/images/imgc105 131.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 132.png,40,107,57,123,31,3.0,1
./segments/images/imgc105 132.png,0,0,110,164,bg,3.0,1
./segments/images/imgc105 133.png,40,107,57,123,31,3.0,1
./segments/images/imgc105 133.png,0,0,110,164,bg,3.0,1
./segments/images/imgc106 83.png,49,43,67,59,21,3.0,4
./segments/images/imgc106 83.png,0,0,110,116,bg,3.0,4
./segments/images/imgc106 84.png,49,42,67,59,21,3.0,4
./segments/images/imgc106 84.png,0,0,110,116,bg,3.0,4
./segments/images/imgc106 85.png,47,42,67,59,21,3.0,4
./segments/images/imgc106 85.png,0,0,110,116,bg,3.0,4
./segments/images/imgc106 86.png,46,41,67,59,21,3.0,4
./segments/images/imgc106 86.png,0,0,110,116,bg,3.0,4
./segments/images/imgc106 87.png,46,41,67,58,21,3.0,4
./segments/images/imgc106 87.png,0,0,110,116,bg,3.0,4
./segments/images/imgc106 88.png,46,41,66,58,21,3.0,4
./segments/images/imgc106 88.png,0,0,110,116,bg,3.0,4
./segments/images/imgc106 89.png,46,41,63,57,21,3.0,4
./segments/images/imgc106 89.png,0,0,110,116,bg,3.0,4
./segments/images/imgc106 90.png,46,41,63,57,21,3.0,4
./segments/images/imgc106 90.png,0,0,110,116,bg,3.0,4
./segments/images/imgc107 92.png,67,49,83,66,31,3.0,0
./segments/images/imgc107 92.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 93.png,67,49,83,66,31,3.0,0
./segments/images/imgc107 93.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 94.png,67,49,83,67,31,3.0,0
./segments/images/imgc107 94.png,68,99,85,115,31,3.0,0
./segments/images/imgc107 94.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 95.png,67,49,83,67,31,3.0,0
./segments/images/imgc107 95.png,68,99,85,115,31,3.0,0
./segments/images/imgc107 95.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 96.png,67,49,83,67,31,3.0,0
./segments/images/imgc107 96.png,67,99,86,115,31,3.0,0
./segments/images/imgc107 96.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 97.png,67,49,83,67,31,3.0,0
./segments/images/imgc107 97.png,67,99,86,115,31,3.0,0
./segments/images/imgc107 97.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 98.png,67,49,83,67,31,3.0,0
./segments/images/imgc107 98.png,67,99,86,115,31,3.0,0
./segments/images/imgc107 98.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 99.png,67,49,83,67,31,3.0,0
./segments/images/imgc107 99.png,67,99,86,115,31,3.0,0
./segments/images/imgc107 99.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 100.png,67,49,83,67,31,3.0,0
./segments/images/imgc107 100.png,67,98,86,115,31,3.0,0
./segments/images/imgc107 100.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 101.png,67,49,83,67,31,3.0,0
./segments/images/imgc107 101.png,67,98,86,115,31,3.0,0
./segments/images/imgc107 101.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 102.png,67,98,86,115,31,3.0,0
./segments/images/imgc107 102.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 103.png,67,98,86,115,31,3.0,0
./segments/images/imgc107 103.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 104.png,67,98,86,115,31,3.0,0
./segments/images/imgc107 104.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 105.png,67,50,83,67,31,3.0,0
./segments/images/imgc107 105.png,68,98,86,114,31,3.0,0
./segments/images/imgc107 105.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 106.png,67,50,83,67,31,3.0,0
./segments/images/imgc107 106.png,68,97,86,113,31,3.0,0
./segments/images/imgc107 106.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 107.png,67,50,83,67,31,3.0,0
./segments/images/imgc107 107.png,68,96,86,112,31,3.0,0
./segments/images/imgc107 107.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 108.png,67,50,83,67,31,3.0,0
./segments/images/imgc107 108.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 109.png,67,50,83,68,31,3.0,0
./segments/images/imgc107 109.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 110.png,67,50,83,68,31,3.0,0
./segments/images/imgc107 110.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 111.png,67,51,83,69,31,3.0,0
./segments/images/imgc107 111.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 112.png,67,51,83,69,31,3.0,0
./segments/images/imgc107 112.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 113.png,67,51,83,69,31,3.0,0
./segments/images/imgc107 113.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 114.png,67,52,83,69,31,3.0,0
./segments/images/imgc107 114.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 115.png,67,53,83,69,31,3.0,0
./segments/images/imgc107 115.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 116.png,67,53,83,70,31,3.0,0
./segments/images/imgc107 116.png,0,0,110,148,bg,3.0,0
./segments/images/imgc107 117.png,67,54,83,70,31,3.0,0
./segments/images/imgc107 117.png,0,0,110,148,bg,3.0,0
./segments/images/imgc109 56.png,19,38,35,62,11,3.0,1
./segments/images/imgc109 56.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 57.png,19,38,35,62,11,3.0,1
./segments/images/imgc109 57.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 58.png,19,38,36,62,11,3.0,1
./segments/images/imgc109 58.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 59.png,19,38,36,62,11,3.0,1
./segments/images/imgc109 59.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 60.png,19,38,36,62,11,3.0,1
./segments/images/imgc109 60.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 61.png,19,38,36,62,11,3.0,1
./segments/images/imgc109 61.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 62.png,19,38,36,62,11,3.0,1
./segments/images/imgc109 62.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 91.png,48,79,64,95,31,3.0,1
./segments/images/imgc109 91.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 92.png,48,79,64,95,31,3.0,1
./segments/images/imgc109 92.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 93.png,48,79,64,96,31,3.0,1
./segments/images/imgc109 93.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 94.png,48,79,64,96,31,3.0,1
./segments/images/imgc109 94.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 95.png,48,79,64,96,31,3.0,1
./segments/images/imgc109 95.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 96.png,48,79,64,96,31,3.0,1
./segments/images/imgc109 96.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 97.png,48,79,64,96,31,3.0,1
./segments/images/imgc109 97.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 98.png,48,78,64,96,31,3.0,1
./segments/images/imgc109 98.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 99.png,48,77,64,96,31,3.0,1
./segments/images/imgc109 99.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 100.png,48,76,64,96,31,3.0,1
./segments/images/imgc109 100.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 101.png,48,76,64,95,31,3.0,1
./segments/images/imgc109 101.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 102.png,48,75,64,95,31,3.0,1
./segments/images/imgc109 102.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 103.png,48,75,64,95,31,3.0,1
./segments/images/imgc109 103.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 104.png,48,75,64,94,31,3.0,1
./segments/images/imgc109 104.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 105.png,48,75,64,94,31,3.0,1
./segments/images/imgc109 105.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 106.png,48,75,64,94,31,3.0,1
./segments/images/imgc109 106.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 107.png,48,75,64,93,31,3.0,1
./segments/images/imgc109 107.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 108.png,48,74,64,92,31,3.0,1
./segments/images/imgc109 108.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 109.png,48,74,64,92,31,3.0,1
./segments/images/imgc109 109.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 110.png,48,74,64,91,31,3.0,1
./segments/images/imgc109 110.png,0,0,110,128,bg,3.0,1
./segments/images/imgc109 111.png,48,74,64,91,31,3.0,1
./segments/images/imgc109 111.png,0,0,110,128,bg,3.0,1
./segments/images/imgc11 68.png,33,78,50,96,21,5.0,0
./segments/images/imgc11 68.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 69.png,33,78,50,96,21,5.0,0
./segments/images/imgc11 69.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 70.png,33,78,50,96,21,5.0,0
./segments/images/imgc11 70.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 71.png,33,78,50,96,21,5.0,0
./segments/images/imgc11 71.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 72.png,33,78,50,95,21,5.0,0
./segments/images/imgc11 72.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 73.png,33,78,50,95,21,5.0,0
./segments/images/imgc11 73.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 74.png,33,78,50,95,21,5.0,0
./segments/images/imgc11 74.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 75.png,33,78,50,94,21,5.0,0
./segments/images/imgc11 75.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 76.png,33,77,50,93,21,5.0,0
./segments/images/imgc11 76.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 77.png,33,76,50,93,21,5.0,0
./segments/images/imgc11 77.png,0,0,110,128,bg,5.0,0
./segments/images/imgc11 78.png,33,76,50,92,21,5.0,0
./segments/images/imgc11 78.png,0,0,110,128,bg,5.0,0
./segments/images/imgc110 66.png,5,43,26,61,11,3.0,0
./segments/images/imgc110 66.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 67.png,5,42,25,61,11,3.0,0
./segments/images/imgc110 67.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 68.png,4,42,23,61,11,3.0,0
./segments/images/imgc110 68.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 69.png,4,42,22,60,11,3.0,0
./segments/images/imgc110 69.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 70.png,4,41,22,59,11,3.0,0
./segments/images/imgc110 70.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 71.png,4,41,21,58,11,3.0,0
./segments/images/imgc110 71.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 102.png,36,74,52,90,22,3.0,0
./segments/images/imgc110 102.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 103.png,36,74,52,90,22,3.0,0
./segments/images/imgc110 103.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 104.png,36,74,52,90,22,3.0,0
./segments/images/imgc110 104.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 105.png,36,74,52,90,22,3.0,0
./segments/images/imgc110 105.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 106.png,36,74,52,90,22,3.0,0
./segments/images/imgc110 106.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 107.png,36,74,52,90,22,3.0,0
./segments/images/imgc110 107.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 108.png,36,74,52,90,22,3.0,0
./segments/images/imgc110 108.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 109.png,36,74,52,90,22,3.0,0
./segments/images/imgc110 109.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 110.png,35,74,52,90,22,3.0,0
./segments/images/imgc110 110.png,0,0,110,132,bg,3.0,0
./segments/images/imgc110 111.png,34,74,52,90,22,3.0,0
./segments/images/imgc110 111.png,0,0,110,132,bg,3.0,0
./segments/images/imgc111 42.png,4,51,20,83,9,3.0,2
./segments/images/imgc111 42.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 43.png,4,51,21,83,9,3.0,2
./segments/images/imgc111 43.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 44.png,4,51,21,83,9,3.0,2
./segments/images/imgc111 44.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 45.png,4,51,21,83,9,3.0,2
./segments/images/imgc111 45.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 46.png,4,51,21,83,9,3.0,2
./segments/images/imgc111 46.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 47.png,4,51,21,83,9,3.0,2
./segments/images/imgc111 47.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 48.png,4,51,22,83,9,3.0,2
./segments/images/imgc111 48.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 49.png,4,51,22,83,9,3.0,2
./segments/images/imgc111 49.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 50.png,4,50,22,83,9,3.0,2
./segments/images/imgc111 50.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 51.png,4,50,22,83,9,3.0,2
./segments/images/imgc111 51.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 52.png,4,50,22,83,9,3.0,2
./segments/images/imgc111 52.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 53.png,4,50,22,83,9,3.0,2
./segments/images/imgc111 53.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 54.png,4,50,22,83,9,3.0,2
./segments/images/imgc111 54.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 55.png,4,50,22,83,9,3.0,2
./segments/images/imgc111 55.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 56.png,4,50,22,82,9,3.0,2
./segments/images/imgc111 56.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 57.png,4,50,22,82,9,3.0,2
./segments/images/imgc111 57.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 58.png,4,50,22,81,9,3.0,2
./segments/images/imgc111 58.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 59.png,4,50,22,81,9,3.0,2
./segments/images/imgc111 59.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 60.png,4,50,22,81,9,3.0,2
./segments/images/imgc111 60.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 61.png,4,50,22,81,9,3.0,2
./segments/images/imgc111 61.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 62.png,4,50,22,80,9,3.0,2
./segments/images/imgc111 62.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 63.png,4,51,22,80,9,3.0,2
./segments/images/imgc111 63.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 64.png,4,52,22,80,9,3.0,2
./segments/images/imgc111 64.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 65.png,4,52,22,80,9,3.0,2
./segments/images/imgc111 65.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 66.png,4,52,21,79,9,3.0,2
./segments/images/imgc111 66.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 67.png,5,53,21,79,9,3.0,2
./segments/images/imgc111 67.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 74.png,41,87,63,108,32,3.0,2
./segments/images/imgc111 74.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 75.png,41,31,57,51,31,3.0,2
./segments/images/imgc111 75.png,39,86,64,109,32,3.0,2
./segments/images/imgc111 75.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 76.png,41,31,60,51,31,3.0,2
./segments/images/imgc111 76.png,39,86,65,109,32,3.0,2
./segments/images/imgc111 76.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 77.png,40,31,62,52,31,3.0,2
./segments/images/imgc111 77.png,38,86,65,110,32,3.0,2
./segments/images/imgc111 77.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 78.png,40,31,62,52,31,3.0,2
./segments/images/imgc111 78.png,38,86,65,110,32,3.0,2
./segments/images/imgc111 78.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 79.png,40,31,63,52,31,3.0,2
./segments/images/imgc111 79.png,37,85,66,110,32,3.0,2
./segments/images/imgc111 79.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 80.png,40,31,63,52,31,3.0,2
./segments/images/imgc111 80.png,37,85,66,110,32,3.0,2
./segments/images/imgc111 80.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 81.png,40,31,64,52,31,3.0,2
./segments/images/imgc111 81.png,37,85,66,110,32,3.0,2
./segments/images/imgc111 81.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 82.png,40,31,64,52,31,3.0,2
./segments/images/imgc111 82.png,37,85,66,110,32,3.0,2
./segments/images/imgc111 82.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 83.png,40,31,64,53,31,3.0,2
./segments/images/imgc111 83.png,37,85,66,110,32,3.0,2
./segments/images/imgc111 83.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 84.png,40,31,64,53,31,3.0,2
./segments/images/imgc111 84.png,37,84,66,110,32,3.0,2
./segments/images/imgc111 84.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 85.png,40,32,64,54,31,3.0,2
./segments/images/imgc111 85.png,37,84,66,110,32,3.0,2
./segments/images/imgc111 85.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 86.png,40,32,64,54,31,3.0,2
./segments/images/imgc111 86.png,37,84,65,110,32,3.0,2
./segments/images/imgc111 86.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 87.png,40,32,64,54,31,3.0,2
./segments/images/imgc111 87.png,37,83,65,110,32,3.0,2
./segments/images/imgc111 87.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 88.png,40,32,64,54,31,3.0,2
./segments/images/imgc111 88.png,37,83,64,110,32,3.0,2
./segments/images/imgc111 88.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 89.png,40,33,64,54,31,3.0,2
./segments/images/imgc111 89.png,37,83,65,109,32,3.0,2
./segments/images/imgc111 89.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 90.png,40,33,64,55,31,3.0,2
./segments/images/imgc111 90.png,37,83,65,109,32,3.0,2
./segments/images/imgc111 90.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 91.png,40,33,64,56,31,3.0,2
./segments/images/imgc111 91.png,37,83,66,109,32,3.0,2
./segments/images/imgc111 91.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 92.png,40,33,64,57,31,3.0,2
./segments/images/imgc111 92.png,37,83,66,109,32,3.0,2
./segments/images/imgc111 92.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 93.png,40,33,64,57,31,3.0,2
./segments/images/imgc111 93.png,37,83,66,109,32,3.0,2
./segments/images/imgc111 93.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 94.png,40,33,64,58,31,3.0,2
./segments/images/imgc111 94.png,37,83,66,109,32,3.0,2
./segments/images/imgc111 94.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 95.png,40,34,64,58,31,3.0,2
./segments/images/imgc111 95.png,37,82,66,109,32,3.0,2
./segments/images/imgc111 95.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 96.png,40,34,64,58,31,3.0,2
./segments/images/imgc111 96.png,37,82,66,109,32,3.0,2
./segments/images/imgc111 96.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 97.png,40,35,64,58,31,3.0,2
./segments/images/imgc111 97.png,37,82,66,109,32,3.0,2
./segments/images/imgc111 97.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 98.png,40,35,64,58,31,3.0,2
./segments/images/imgc111 98.png,37,81,66,108,32,3.0,2
./segments/images/imgc111 98.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 99.png,40,36,64,58,31,3.0,2
./segments/images/imgc111 99.png,37,81,66,108,32,3.0,2
./segments/images/imgc111 99.png,0,0,110,136,bg,3.0,2
./segments/images/imgc111 100.png,40,37,64,58,31,3.0,2
./segments/images/imgc111 100.png,37,81,66,108,32,3.0,2
./segments/images/imgc111 100.png,0,0,110,136,bg,3.0,2
